type_ownership;Nome Edificio;Descrizione Edificio;Indirizzo;address_secondary;Destinazione_uso;id_building;city
TER;immobile 313;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SENTINELLA SNC;;;2689191;072021
TER;immobile 314;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SERGENTE SNC;;;2689190;072021
TER;immobile 315;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico SERPENTE SNC;;;2689189;072021
TER;immobile 316;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SFORZA CARLO SNC;;;2689188;072021
TER;immobile 317;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SOLFERINO SNC;;;2689187;072021
TER;immobile 318;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SORIA CARLO SNC;;;2689186;072021
TER;immobile 319;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SORIA PASQUALE SNC;;;2689185;072021
TER;immobile 32;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BONGHI RUGGIERO SNC;;;2689469;072021
TER;immobile 320;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico SORRESSI SNC;;;2689184;072021
TER;immobile 321;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico SPADA SNC;;;2689183;072021
TER;immobile 322;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SPERANZA SNC;;;2689182;072021
TER;immobile 323;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SPEZZACATENA SNC;;;2689181;072021
TER;immobile 324;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico SPEZZATO SNC;;;2689180;072021
TER;immobile 325;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA SPIONE (o vico) SNC;;;2689179;072021
TER;immobile 326;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA STELLA SNC;;;2689178;072021
TER;immobile 327;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA STELLA POLARE SNC;;;2689177;072021
TER;immobile 328;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA STORIONE SNC;;;2689176;072021
TER;immobile 329;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA STORNELLO SNC;;;2689175;072021
TER;immobile 33;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BONOMI IVANOE SNC;;;2689468;072021
TER;immobile 330;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico STRETTO SNC;;;2689174;072021
TER;immobile 331;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico TAGLIAPIETRA SNC;;;2689173;072021
TER;immobile 332;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TANUCCI SNC;;;2689172;072021
TER;immobile 333;TESTADORO VIA, STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TESTADORO SNC;;;2689171;072021
TER;immobile 334;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TITANI SNC;;;2689170;072021
TER;immobile 335;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TOGLIATTI PALMIRO SNC;;;2689169;072021
TER;immobile 336;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TORTORELLA SNC;;;2689168;072021
TER;immobile 337;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TOSCANINI SNC;;;2689167;072021
TER;immobile 338;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TOSCO DON LUIGI SNC;;;2689166;072021
TER;immobile 339;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TRAMONTANA SNC;;;2689165;072021
TER;immobile 34;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BOSCIA D. SNC;;;2689467;072021
TER;immobile 340;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TRAMONTO SNC;;;2689164;072021
TER;immobile 341;STRADA COMUNALE URBANA;GIOIA DEL COLLE  PIAZZA UMBERTO I SNC;;;2689163;072021
TER;immobile 342;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico VARANO SNC;;;2689162;072021
TER;immobile 343;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA VENERE SNC;;;2689161;072021
TER;immobile 344;STRADA o PIAZZA COMUNALE URBANA.;GIOIA DEL COLLE  PIAZZA XX SETTEMBRE SNC;;;2689160;072021
TER;immobile 345;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA XXV APRILE SNC;;;2689159;072021
TER;immobile 346;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA VERDI GIUSEPPE SNC;;;2689158;072021
TER;immobile 347;STRADA COMUNALE URBANA;GIOIOA DEL COLLE vico GIAMBATTISTA SNC;;;2689157;072021
TER;immobile 348;STRADA COMUNALE URBANA. Forse era Via VISCONTI.;GIOIOA DEL COLLE Vico VISCONTE SNC;;;2689156;072021
TER;immobile 349;STRADA COMUNALE URBANA;GIOIA DEL COLLE  CORSO VITTORIO EMANUELE SNC;;;2689155;072021
TER;immobile 35;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BOVIO GIOVANNI SNC;;;2689466;072021
TER;immobile 350;STRADA COMUNALE URBANA. Era VICO VITTORIO EMANUELE.;GIOIOA DEL COLLE vico S.M. MADDALENA SNC;;;2689154;072021
TER;immobile 351;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA VOLPE SNC;;;2689153;072021
TER;immobile 352;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA VOLTA ALESSANDRO SNC;;;2689152;072021
TER;immobile 353;STRADA COMUNALE URBANA. Forse Via ZAFFIRO.;GIOIOA DEL COLLE Vico ZAFFIRO SNC;;;2689151;072021
TER;immobile 354;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ZINGARI SNC;;;2689150;072021
TER;immobile 355;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ZOLA EMILIO SNC;;;2689149;072021
TER;immobile 356;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vVECCHIA DI S.MICHELE SNC;;;2689148;072021
TER;immobile 357;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicMACCHIA DEL CAMPO SNC;;;2689147;072021
TER;immobile 358;STRADA VICINALE(?) COMUNALE EXTRAURBANA;GIOIA DEL COLLE  VIA DON BENIAMINO SNC;;;2689146;072021
TER;immobile 359;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.LAMA DELLE VIGNE SNC;;;2689145;072021
TER;immobile 36;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BRUNO GIORDANO SNC;;;2689465;072021
TER;immobile 360;STRADA VICINALE COMUNALE EXTRAURBANA - Verificare se esiste ancora o ha cambiato nome.;GIOIOA DEL COLLE Str. vic. CAVALLERIZZA SNC;;;2689144;072021
TER;immobile 361;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vTERZI DI SERRACAPECE SNC;;;2689143;072021
TER;immobile 362;STRADA VICINALE COMUNALE EXTRAURBANA, prosegue VIA E. DE NICOLA fuori dal centro abitato.;GIOIOA DEL COLLE Str. vic. (via) DEL MONTE SNC;;;2689142;072021
TER;immobile 363;STRADA COMUNALE EXTRAURBANA - Forse era chiamata Strada ANNA SANTA.;GIOIOA DEL COLLE Str. vic. SANTANNA SNC;;;2689141;072021
TER;immobile 364;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SERRACAPECE SNC;;;2689140;072021
TER;immobile 365;CAPONE, STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicinale CAPONE SNC;;;2689139;072021
TER;immobile 366;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vDEI TERZI (I TRATTO) SNC;;;2689138;072021
TER;immobile 367;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. CAPO CARRARO DEI TER SNC;;;2689137;072021
TER;immobile 368;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DELLA CHIUSA SNC;;;2689136;072021
TER;immobile 369;I TRATTO, STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE CARRARO PROCINO I TR SNC;;;2689135;072021
TER;immobile 37;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BUONARROTI MICHELANGE SNC;;;2689464;072021
TER;immobile 370;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE CARRARO PISCINA TERZI MEZ SNC;;;2689134;072021
TER;immobile 371;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DELLE CARRARE SNC;;;2689133;072021
TER;immobile 372;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. VECCHIA DI NOCI SNC;;;2689132;072021
TER;immobile 373;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SPIRITILLO SNC;;;2689131;072021
TER;immobile 374;STRADA VICINALE COMUNALE EXTRAURBANA Str. vic. STRADA VIC.;GIOIOA DEL COLLE DEL PORCILE SNC;;;2689130;072021
TER;immobile 375;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE CARRARO DELLE LAMIE DI CA SNC;;;2689129;072021
TER;immobile 376;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vic.PISCINA MAND. AM. SNC;;;2689128;072021
TER;immobile 377;STRADA VICINALE COMUNALE EXTRAURBANA. O Str. vic. POLMONARE ?;GIOIOA DEL COLLE Str. vic. POLMONARA SNC;;;2689127;072021
TER;immobile 378;STRADA COMUNALE EXTRAURBANA;GIOIA DEL COLLE  VIA DON MARTINO SNC;;;2689126;072021
TER;immobile 379;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vicCARRARO DI CASTIG. SNC;;;2689125;072021
TER;immobile 38;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA BUSSOLA SNC;;;2689463;072021
TER;immobile 380;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vPETRARA DI CASTIGLIO SNC;;;2689124;072021
TER;immobile 381;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. v.CARRARO VADO MESTO SNC;;;2689123;072021
TER;immobile 382;STRADA VICINALE COMUNALE EXTRAURBANA. Forse era chiamata LAMIE DI FATALONE E CORTE LIRICE.;GIOIOA DEL COLLE Str. vic. LAME FATALANE SNC;;;2689122;072021
TER;immobile 383;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SPINOMARINO SNC;;;2689121;072021
TER;immobile 384;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. v.GIAMPAOLO VICINALE SNC;;;2689120;072021
TER;immobile 385;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. LAGO SCALCIONE SNC;;;2689119;072021
TER;immobile 386;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vSALUTERNO CIALA CIAL SNC;;;2689118;072021
TER;immobile 387;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vVECCHIA CASTELLANETA SNC;;;2689117;072021
TER;immobile 389;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. CIANCIOTTA SNC;;;2689116;072021
TER;immobile 39;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CACCIATORE SNC;;;2689462;072021
TER;immobile 390;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. CARRARO CANNETO SNC;;;2689115;072021
TER;immobile 391;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEI GIRARDI SNC;;;2689114;072021
TER;immobile 392;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicPARCO LO SPECCHIO SNC;;;2689113;072021
TER;immobile 393;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DON GENNARO SNC;;;2689112;072021
TER;immobile 394;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SAN FRANCESCO SNC;;;2689111;072021
TER;immobile 395;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. MONTURSI SNC;;;2689110;072021
TER;immobile 396;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PALAGIANELLO SNC;;;2689109;072021
TER;immobile 397;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. GIACOBBE SNC;;;2689108;072021
TER;immobile 3973;PROGRAMMA INTEGRATO;LOCALITA GIOIA DEL COLLE SNC;;;2688646;072021
TER;immobile 398;STRADA COMUNALE EXTRAURBANA;GIOIA DEL COLLE  VIA VOTANO DI VALLATA SNC;;;2689107;072021
TER;immobile 399;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. LAMIE NUOVE SNC;;;2689106;072021
TER;immobile 4;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA ALBERGATORE SNC;;;2689496;072021
TER;immobile 40;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CADORNA LUIGI SNC;;;2689461;072021
TER;immobile 400;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. FACCIO ROSSO SNC;;;2689105;072021
TER;immobile 401;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vicVECCHIA DI VALLATA SNC;;;2689104;072021
TER;immobile 4014;PROGETTO MURGIA NET;LOCALITA GIOIA DEL COLLE SNC;;;2688642;072021
TER;immobile 402;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE SvVECCHIA DI VALLATA Prol SNC;;;2689103;072021
TER;immobile 4021;SCUOLA VILLAGGIO AZZURRO - FABBRICATO NON DI PROPRIETA COMUNALE.;GIOIOA DEL COLLE PROV. PER TARANTO 1533;;;2688641;072021
TER;immobile 403;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicVECCHIA DI MATERA SNC;;;2689102;072021
TER;immobile 404;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.CARRARO CAPPELLA SNC;;;2689101;072021
TER;immobile 4047;CARTOGRAFIA AEREA;LOCALITA GIOIA DEL COLLE SNC;;;2688640;072021
TER;immobile 405;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEI SASSINI SNC;;;2689100;072021
TER;immobile 406;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEL CORVELLO SNC;;;2689099;072021
TER;immobile 407;STRADA COMUNALE EXTRAURBANA;GIOIA DEL COLLE  VIA SVEVA RISVEGLIA SNC;;;2689098;072021
TER;immobile 408;STRADA VICINALE COMUNALE EXTRAURBANA Str. vic. STRADA VIC.;GIOIOA DEL COLLE Str. vic. LE RENI E  VIA SNC;;;2689097;072021
TER;immobile 409;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEL MARANGIARO SNC;;;2689096;072021
TER;immobile 41;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CAIROLI F.LLI SNC;;;2689460;072021
TER;immobile 410;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.  PARCO LARGO SNC;;;2689095;072021
TER;immobile 411;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vVECCHIA DI SANTERAMO SNC;;;2689094;072021
TER;immobile 412;STRADA VICINALE COMUNALE EXTRAURBANA. Verificare con POZZO LA NOTA (scheda A1283).;GIOIOA DEL COLLE Str. vic. POZZO DI NOIA SNC;;;2689093;072021
TER;immobile 413;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. COZZAROLE SNC;;;2689092;072021
TER;immobile 414;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SCIPPITIELLO SNC;;;2689091;072021
TER;immobile 415;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SCORCIABOVE SNC;;;2689090;072021
TER;immobile 416;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. CARLOTTA SNC;;;2689089;072021
TER;immobile 417;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. GENCO SNC;;;2689088;072021
TER;immobile 418;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. NICOLA CASSANO SNC;;;2689087;072021
TER;immobile 419;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. LATTA LATTA SNC;;;2689086;072021
TER;immobile 42;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CALANDRELLA SNC;;;2689459;072021
TER;immobile 420;STRADA COMUNALE EXTRAURBANA - Forse era Str. vic. CINQUE PARIETI - LA VILLA.;GIOIOA DEL COLLE Str. vic. CINQUE PARETI SNC;;;2689085;072021
TER;immobile 421;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEL BAMBINO SNC;;;2689084;072021
TER;immobile 422;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PARASACCO SNC;;;2689083;072021
TER;immobile 423;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIA DEL COLLE  STRADA vicinale CANTORE SNC;;;2689082;072021
TER;immobile 424;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PAVONCELLI SNC;;;2689081;072021
TER;immobile 425;STRADA COMUNALE EXTRAURBANA - Forse era STRADA VICINALE CASSOTTA E FILIPPO MONTE.;GIOIOA DEL COLLE Str. v.CASSOTTA E F. M.TE SNC;;;2689080;072021
TER;immobile 426;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEL MEDICO SNC;;;2689079;072021
TER;immobile 427;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. MILANO SNC;;;2689078;072021
TER;immobile 428;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PISCINA SNC;;;2689077;072021
TER;immobile 429;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. NARDULLI SNC;;;2689076;072021
TER;immobile 43;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CALVARIO SNC;;;2689458;072021
TER;immobile 430;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. Vic. BUTTIGLIONI DEI SNC;;;2689075;072021
TER;immobile 431;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.LAMIE MARCHESANA SNC;;;2689074;072021
TER;immobile 432;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.NUOVA MARCHESANA SNC;;;2689073;072021
TER;immobile 433;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DEL VOTANO SNC;;;2689072;072021
TER;immobile 434;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. MANGIALARDO SNC;;;2689071;072021
TER;immobile 435;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIA DEL COLLE  STRADA VICINALE BOSCO SNC;;;2689070;072021
TER;immobile 436;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vSAN PIETRO DEI LADRO SNC;;;2689069;072021
TER;immobile 437;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DIFESELLA SNC;;;2689068;072021
TER;immobile 438;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. FIGAZZELLA SNC;;;2689067;072021
TER;immobile 439;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SAN DOMENICO SNC;;;2689066;072021
TER;immobile 44;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico CALZOLAI SNC;;;2689457;072021
TER;immobile 440;STRADA COMUNALE EXTRAURBANA laterale della STRADA VICINALE IMPISO;GIOIA DEL COLLE  VIA IMPISO SNC;;;2689065;072021
TER;immobile 441;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. MARCHETTI SNC;;;2689064;072021
TER;immobile 442;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA TRE CARRI SNC;;;2689063;072021
TER;immobile 443;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str.vCICCOTONNO(I TRATTO) SNC;;;2689062;072021
TER;immobile 444;STRADA VICINALE COMUNALE EXSTRAURBANA;GIOIOA DEL COLLE Str. vic. LE STRETTOLE SNC;;;2689061;072021
TER;immobile 445;STRADA COMUNALE EXTRAURBANA - Laterale destra (uscendo) della STRADA VICINALE IMPISO -  ? Str. vic. INDELICATI (I TRATTO)?;GIOIOA DEL COLLE Str. vic. INDELICATI SNC;;;2689060;072021
TER;immobile 446;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. LA PETTERINA SNC;;;2689059;072021
TER;immobile 447;STRADA COMUNALE EXTRAURBANA. Verificare se esiste ancora o ha cambiato nome.;GIOIA DEL COLLE  STRADA vic. BELLIMAGNO SNC;;;2689058;072021
TER;immobile 448;STRADA COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.TURI - PUTIGNANO SNC;;;2689057;072021
TER;immobile 449;STRADA VICINALE COMUNALE EXTRAURBANA. Verificare con Str. vic. SERRACAPECE.;GIOIOA DEL COLLE Str. vicPASTANI DEL MONTE SNC;;;2689056;072021
TER;immobile 45;STRADA COMUNALE URBANA;GIOIOA DEL COLLE Vico CANDELORO I SNC;;;2689456;072021
TER;immobile 450;STRADA COMUNALE EXTRAURBANA - Era STRADA CARRARO ANGELILLO E DEI TERZI?;GIOIOA DEL COLLE Str. vicCARRARO ANGELILLO SNC;;;2689055;072021
TER;immobile 451;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIA DEL COLLE  STRADA CARRARO MARAZIA SNC;;;2689054;072021
TER;immobile 453;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. CARRARO CARUCCI SNC;;;2689053;072021
TER;immobile 454;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE CARRARO DEL VOTANO DEI TE SNC;;;2689052;072021
TER;immobile 455;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. CARRARO MILANO SNC;;;2689051;072021
TER;immobile 456;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PIGNATELLI SNC;;;2689050;072021
TER;immobile 457;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicCARRARO DEI MASCI SNC;;;2689049;072021
TER;immobile 458;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vicCARRARO CONTINOLO SNC;;;2689048;072021
TER;immobile 459;Forse era Str. vic. CINGALLINA - GIRARDI, STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. CINGALLINA SNC;;;2689047;072021
TER;immobile 46;STRADA COMUNALE URBANA;GIOIOA DEL COLLE VICO CANDELORO II SNC;;;2689455;072021
TER;immobile 460;STRADA COMUNALE EXTRAURBANA. Era STRADA ASPARAGISTA E CAZZOLLA (vedi scheda 530 per strada vicinale CAZZOLLA);GIOIOA DEL COLLE S. ASPARAGISTA E CAZZOLLA SNC;;;2689046;072021
TER;immobile 461;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PAPPACOLA SNC;;;2689045;072021
TER;immobile 462;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vQUOTE DELLE MAGNALI SNC;;;2689044;072021
TER;immobile 463;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DELLA MORTE SNC;;;2689043;072021
TER;immobile 464;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. DE PALMA SNC;;;2689042;072021
TER;immobile 465;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. PISCINA ROSATI SNC;;;2689041;072021
TER;immobile 466;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. SERINO SNC;;;2689040;072021
TER;immobile 467;STRADA COMUNALE EXTRAURBANA.;GIOIOA DEL COLLE Str.vBENEDETTO E DEL VOTA SNC;;;2689039;072021
TER;immobile 468;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. OCCHIO CHIUSO SNC;;;2689038;072021
TER;immobile 469;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic.SCICIO FRANCESCO SNC;;;2689037;072021
TER;immobile 47;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CANOVA SNC;;;2689454;072021
TER;immobile 470;STRADA VICINALE COMUNALE EXTRAURBANA;GIOIOA DEL COLLE Str. vic. MARCHESANA SNC;;;2689036;072021
TER;immobile 471;NR. 9 CARRARI, STRADA COMUNALE EXTRAURBANA;LOCALITA GIOIA DEL COLLE SNC;;;2689035;072021
TER;immobile 472;NR. 11 CARRARI, STRADA COMUNALE EXTRAURBANA;LOCALITA GIOIA DEL COLLE SNC;;;2689034;072021
TER;immobile 473;NR. 8 CARRARI, STRADA COMUNALE EXTRAURBANA;LOCALITA GIOIA DEL COLLE SNC;;;2689033;072021
TER;immobile 474;TERRENO;GIOIA DEL COLLE  PIAZZA CRISTOFORO PINTO SNC;;;2689032;072021
TER;immobile 475;GIARDINETTO PUBBLICO IN PIAZZA DEI MARTIRI;GIOIA DEL COLLE  PIAZZA DEI MARTIRI SNC;;;2689031;072021
TER;immobile 476;GIARDINETTO PUBBLICO IN PIAZZA UMBERTO I;GIOIA DEL COLLE  PIAZZA UMBERTO I SNC;;;2689030;072021
TER;immobile 477;GIARDINETTO PUBBLICO ALLA VIA ARMANDO CELIBERTI;GIOIA DEL COLLE  VIA ARMANDO CELIBERTI SNC;;;2689029;072021
TER;immobile 478;GIARDINETTO PUBBLICO AL CORSO VITTORIO EMANUELE;GIOIA DEL COLLE  CORSO VITTORIO EMANUELE SNC;;;2689028;072021
TER;immobile 479;GIARDINETTO PUBBLICO IN PIAZZA XX SETTEMBRE;GIOIA DEL COLLE  PIAZZA XX SETTEMBRE SNC;;;2689027;072021
TER;immobile 48;STRADA COMUNALE URBANA;GIOIA DEL COLLE  VIA CANUDO RICCIUTO SNC;;;2689453;072021
TER;immobile 480;MONUMENTO AI CADUTI ALLA PIAZZA CESARE BATTISTI;GIOIA DEL COLLE  PIAZZA CESARE BATTISTI SNC;;;2689026;072021
TER;immobile 481;MONUMENTO AI MARTIRI DEL 1799 NELLA PIAZZA DEI MARTIRI;GIOIA DEL COLLE  PIAZZA DEI MARTIRI SNC;;;2689025;072021
TER;immobile 482;MONUMENTO A GIUSEPPE GARIBALDI ALLA PIAZZA UMBERTO;GIOIA DEL COLLE  PIAZZA UMBERTO SNC;;;2689024;072021
